Category,City,Country,Customer ID,Customer Name,Discount (bin),Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Sales Period,Segment,Ship Date,Ship Mode,State,Sub-Category,Year-Month,Discount,Profit,Quantity,Sales,Year
Office Supplies,San Francisco,United States,CC-12430,Chuck Clark,0.20,11-11-2013,CA-2013-163384,94122,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",West,1291,1,Home Office,13-11-2013,First Class,California,Binders,01-11-2013,0.2,4.4604,4,13.216,2013
Office Supplies,San Francisco,United States,CC-12430,Chuck Clark,0.00,11-11-2013,CA-2013-163384,94122,OFF-PA-10003172,Xerox 1996,West,1292,1,Home Office,13-11-2013,First Class,California,Paper,01-11-2013,0,15.552,5,32.4,2013
Office Supplies,San Diego,United States,PF-19165,Philip Fox,0.00,27-08-2012,CA-2012-101707,92105,OFF-SU-10001218,Fiskars Softgrip Scissors,West,1293,1,Consumer,01-09-2012,Standard Class,California,Supplies,01-08-2012,0,9.2232,3,32.94,2012
Office Supplies,San Diego,United States,PF-19165,Philip Fox,0.00,27-08-2012,CA-2012-101707,92105,OFF-PA-10002968,Xerox 1973,West,1294,1,Consumer,01-09-2012,Standard Class,California,Paper,01-08-2012,0,52.532,5,114.2,2012
Office Supplies,San Diego,United States,PF-19165,Philip Fox,0.00,27-08-2012,CA-2012-101707,92105,OFF-LA-10000134,Avery 511,West,1295,1,Consumer,01-09-2012,Standard Class,California,Labels,01-08-2012,0,1.4784,1,3.08,2012
Office Supplies,Pueblo,United States,JH-16180,Justin Hirsh,0.20,25-05-2012,CA-2012-138898,81001,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,West,1296,1,Consumer,29-05-2012,Standard Class,Colorado,Appliances,01-05-2012,0.2,84.5728,13,845.728,2012
Office Supplies,Fairfield,United States,EB-13975,Erica Bern,0.20,31-12-2014,CA-2014-115427,94533,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,1297,1,Corporate,04-01-2015,Standard Class,California,Binders,01-12-2014,0.2,4.5188,2,13.904,2014
Office Supplies,Fairfield,United States,EB-13975,Erica Bern,0.20,31-12-2014,CA-2014-115427,94533,OFF-BI-10004632,GBC Binding covers,West,1298,1,Corporate,04-01-2015,Standard Class,California,Binders,01-12-2014,0.2,6.475,2,20.72,2014
Office Supplies,San Francisco,United States,AA-10315,Alex Avila,0.00,04-10-2012,CA-2012-121391,94109,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",West,1300,1,Consumer,07-10-2012,First Class,California,Storage,01-10-2012,0,7.0096,2,26.96,2012
Office Supplies,Pasadena,United States,RC-19825,Roy Collins,0.00,21-06-2013,CA-2013-141397,91104,OFF-PA-10002986,Xerox 1898,West,1307,1,Consumer,22-06-2013,First Class,California,Paper,01-06-2013,0,22.4448,7,46.76,2013
Office Supplies,Pasadena,United States,RC-19825,Roy Collins,0.20,21-06-2013,CA-2013-141397,91104,OFF-BI-10000320,GBC Plastic Binding Combs,West,1308,1,Consumer,22-06-2013,First Class,California,Binders,01-06-2013,0.2,6.4206,3,17.712,2013
Office Supplies,Pasadena,United States,RC-19825,Roy Collins,0.00,21-06-2013,CA-2013-141397,91104,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,West,1309,1,Consumer,22-06-2013,First Class,California,Appliances,01-06-2013,0,5.6628,2,21.78,2013
Office Supplies,Pasadena,United States,RC-19825,Roy Collins,0.00,21-06-2013,CA-2013-141397,91104,OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,West,1310,1,Consumer,22-06-2013,First Class,California,Storage,01-06-2013,0,9.7164,3,161.94,2013
Furniture,Pasadena,United States,RC-19825,Roy Collins,0.20,21-06-2013,CA-2013-141397,91104,FUR-CH-10003846,Hon Valutask Swivel Chairs,West,1311,1,Consumer,22-06-2013,First Class,California,Chairs,01-06-2013,0.2,-8.0784,2,161.568,2013
Office Supplies,Los Angeles,United States,HG-14965,Henry Goldwyn,0.00,19-12-2013,CA-2013-145919,90032,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",West,1315,1,Corporate,24-12-2013,Standard Class,California,Paper,01-12-2013,0,18.6624,6,38.88,2013
Furniture,Los Angeles,United States,HG-14965,Henry Goldwyn,0.00,19-12-2013,CA-2013-145919,90032,FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",West,1316,1,Corporate,24-12-2013,Standard Class,California,Furnishings,01-12-2013,0,62.5056,8,183.84,2013
Office Supplies,Los Angeles,United States,HG-14965,Henry Goldwyn,0.00,19-12-2013,CA-2013-145919,90032,OFF-SU-10003505,Premier Electric Letter Opener,West,1317,1,Corporate,24-12-2013,Standard Class,California,Supplies,01-12-2013,0,28.965,5,579.3,2013
Office Supplies,San Francisco,United States,FG-14260,Frank Gastineau,0.00,16-10-2014,CA-2014-106033,94110,OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,West,1329,1,Home Office,19-10-2014,Second Class,California,Art,01-10-2014,0,26.376,4,87.92,2014
Furniture,San Francisco,United States,LD-17005,Lisa DeCherney,0.00,24-05-2013,CA-2013-142762,94109,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",West,1330,1,Consumer,28-05-2013,Standard Class,California,Furnishings,01-05-2013,0,16.302,3,37.05,2013
Office Supplies,Los Angeles,United States,HP-14815,Harold Pawlan,0.20,06-05-2011,CA-2011-121664,90049,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,West,1335,1,Home Office,10-05-2011,Standard Class,California,Binders,01-05-2011,0.2,52.776,8,140.736,2011
Furniture,Los Angeles,United States,JF-15190,Jamie Frazer,0.00,03-04-2014,US-2014-123281,90008,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,West,1337,1,Consumer,08-04-2014,Standard Class,California,Furnishings,01-04-2014,0,6.5286,3,25.11,2014
Technology,San Francisco,United States,LW-16990,Lindsay Williams,0.20,05-05-2014,CA-2014-162978,94109,TEC-PH-10003092,Motorola L804,West,1353,1,Corporate,10-05-2014,Standard Class,California,Phones,01-05-2014,0.2,20.6955,5,183.96,2014
Office Supplies,San Francisco,United States,LW-16990,Lindsay Williams,0.00,05-05-2014,CA-2014-162978,94109,OFF-PA-10002250,Things To Do Today Pad,West,1354,1,Corporate,10-05-2014,Standard Class,California,Paper,01-05-2014,0,8.4528,3,17.61,2014
Furniture,San Francisco,United States,LW-16990,Lindsay Williams,0.20,05-05-2014,CA-2014-162978,94109,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,West,1355,1,Corporate,10-05-2014,Standard Class,California,Tables,01-05-2014,0.2,11.2839,1,300.904,2014
Furniture,Los Angeles,United States,KT-16465,Kean Takahito,0.20,26-09-2011,US-2011-151925,90049,FUR-CH-10002961,"Leather Task Chair, Black",West,1360,1,Consumer,01-10-2011,Second Class,California,Chairs,01-09-2011,0.2,0,2,145.568,2011
Office Supplies,Tucson,United States,AB-10600,Ann Blume,0.65,11-11-2014,US-2014-155425,85705,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,West,1364,1,Corporate,12-11-2014,First Class,Arizona,Binders,01-11-2014,0.7,-25.592,14,38.388,2014
Technology,Tucson,United States,AB-10600,Ann Blume,0.65,11-11-2014,US-2014-155425,85705,TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,West,1365,1,Corporate,12-11-2014,First Class,Arizona,Machines,01-11-2014,0.7,-63.996,2,95.994,2014
Technology,Tucson,United States,AB-10600,Ann Blume,0.20,11-11-2014,US-2014-155425,85705,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,West,1366,1,Corporate,12-11-2014,First Class,Arizona,Accessories,01-11-2014,0.2,-35.9928,6,239.952,2014
Technology,Tucson,United States,AB-10600,Ann Blume,0.20,11-11-2014,US-2014-155425,85705,TEC-PH-10002563,Adtran 1202752G1,West,1367,1,Corporate,12-11-2014,First Class,Arizona,Phones,01-11-2014,0.2,15.1188,2,201.584,2014
Furniture,Tucson,United States,AB-10600,Ann Blume,0.20,11-11-2014,US-2014-155425,85705,FUR-CH-10003312,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,West,1368,1,Corporate,12-11-2014,First Class,Arizona,Chairs,01-11-2014,0.2,-146.1096,4,899.136,2014
Furniture,Pico Rivera,United States,SZ-20035,Sam Zeldin,0.00,09-07-2014,CA-2014-133249,90660,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",West,1369,1,Home Office,12-07-2014,First Class,California,Furnishings,01-07-2014,0,62.737,5,145.9,2014
Furniture,Colorado Springs,United States,JR-15670,Jim Radford,0.65,24-12-2012,US-2012-103471,80906,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",West,1370,1,Consumer,28-12-2012,Standard Class,Colorado,Bookcases,01-12-2012,0.7,-786.744,7,590.058,2012
Office Supplies,Colorado Springs,United States,JR-15670,Jim Radford,0.20,24-12-2012,US-2012-103471,80906,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",West,1371,1,Consumer,28-12-2012,Standard Class,Colorado,Art,01-12-2012,0.2,1.5795,3,14.04,2012
Office Supplies,Vallejo,United States,KM-16720,Kunst Miller,0.00,01-04-2011,US-2011-157021,94591,OFF-LA-10002312,Avery 490,West,1373,1,Consumer,06-04-2011,Second Class,California,Labels,01-04-2011,0,14.8,2,29.6,2011
Office Supplies,Vallejo,United States,KM-16720,Kunst Miller,0.20,01-04-2011,US-2011-157021,94591,OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",West,1374,1,Consumer,06-04-2011,Second Class,California,Binders,01-04-2011,0.2,5.5536,4,17.088,2011
Furniture,Provo,United States,CA-12265,Christina Anderson,0.00,14-09-2012,CA-2012-120362,84604,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",West,1375,1,Consumer,19-09-2012,Standard Class,Utah,Tables,01-09-2012,0,118.6575,5,912.75,2012
Office Supplies,Pleasant Grove,United States,VD-21670,Valerie Dominguez,0.00,04-08-2011,CA-2011-126361,84062,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,West,1376,1,Consumer,09-08-2011,Second Class,Utah,Appliances,01-08-2011,0,305.13,3,1089.75,2011
Office Supplies,Pleasant Grove,United States,VD-21670,Valerie Dominguez,0.00,04-08-2011,CA-2011-126361,84062,OFF-PA-10000806,Xerox 1934,West,1377,1,Consumer,09-08-2011,Second Class,Utah,Paper,01-08-2011,0,219.4416,8,447.84,2011
Office Supplies,Pleasant Grove,United States,VD-21670,Valerie Dominguez,0.00,04-08-2011,CA-2011-126361,84062,OFF-AR-10000896,Newell 329,West,1378,1,Consumer,09-08-2011,Second Class,Utah,Art,01-08-2011,0,4.264,5,16.4,2011
Technology,Pleasant Grove,United States,VD-21670,Valerie Dominguez,0.20,04-08-2011,CA-2011-126361,84062,TEC-PH-10002310,Panasonic KX T7731-B Digital phone,West,1379,1,Consumer,09-08-2011,Second Class,Utah,Phones,01-08-2011,0.2,34.9965,5,399.96,2011
Office Supplies,Pleasant Grove,United States,VD-21670,Valerie Dominguez,0.00,04-08-2011,CA-2011-126361,84062,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",West,1380,1,Consumer,09-08-2011,Second Class,Utah,Storage,01-08-2011,0,7.945,5,158.9,2011
Office Supplies,Pleasant Grove,United States,VD-21670,Valerie Dominguez,0.20,04-08-2011,CA-2011-126361,84062,OFF-BI-10002852,Ibico Standard Transparent Covers,West,1381,1,Consumer,09-08-2011,Second Class,Utah,Binders,01-08-2011,0.2,4.7792,1,13.184,2011
Furniture,Phoenix,United States,AB-10105,Adrian Barton,0.50,26-09-2013,US-2013-122245,85023,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,West,1410,1,Consumer,01-10-2013,Standard Class,Arizona,Tables,01-09-2013,0.5,-204.4458,3,393.165,2013
Technology,Costa Mesa,United States,BT-11305,Beth Thompson,0.00,29-01-2014,CA-2014-115994,92627,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,West,1415,1,Home Office,01-02-2014,Second Class,California,Accessories,01-01-2014,0,26.3967,3,239.97,2014
Furniture,Costa Mesa,United States,BT-11305,Beth Thompson,0.00,29-01-2014,CA-2014-115994,92627,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",West,1416,1,Home Office,01-02-2014,Second Class,California,Furnishings,01-01-2014,0,12.8316,3,37.74,2014
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,0.20,26-09-2012,CA-2012-124800,85204,OFF-PA-10000501,Petty Cash Envelope,West,1420,1,Corporate,30-09-2012,Standard Class,Arizona,Paper,01-09-2012,0.2,31.2736,4,86.272,2012
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,0.65,26-09-2012,CA-2012-124800,85204,OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,West,1421,1,Corporate,30-09-2012,Standard Class,Arizona,Binders,01-09-2012,0.7,-48.392,2,72.588,2012
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,0.20,26-09-2012,CA-2012-124800,85204,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,West,1422,1,Corporate,30-09-2012,Standard Class,Arizona,Appliances,01-09-2012,0.2,14.4096,2,60.672,2012
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,0.65,26-09-2012,CA-2012-124800,85204,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',West,1423,1,Corporate,30-09-2012,Standard Class,Arizona,Binders,01-09-2012,0.7,-59.0571,9,77.031,2012
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,0.20,26-09-2012,CA-2012-124800,85204,OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,West,1424,1,Corporate,30-09-2012,Standard Class,Arizona,Storage,01-09-2012,0.2,-1.4988,6,119.904,2012
Technology,Mesa,United States,RW-19540,Rick Wilson,0.20,26-09-2012,CA-2012-124800,85204,TEC-PH-10001750,Samsung Rugby III,West,1425,1,Corporate,30-09-2012,Standard Class,Arizona,Phones,01-09-2012,0.2,23.0965,5,263.96,2012
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,0.20,26-09-2012,CA-2012-124800,85204,OFF-ST-10002743,SAFCO Boltless Steel Shelving,West,1426,1,Corporate,30-09-2012,Standard Class,Arizona,Storage,01-09-2012,0.2,-86.3664,4,363.648,2012
Office Supplies,Salinas,United States,DK-12835,Damala Kotsonis,0.20,31-10-2012,US-2012-164448,93905,OFF-BI-10002949,Prestige Round Ring Binders,West,1427,1,Corporate,04-11-2012,Second Class,California,Binders,01-10-2012,0.2,3.2832,2,9.728,2012
Office Supplies,Salinas,United States,DK-12835,Damala Kotsonis,0.00,31-10-2012,US-2012-164448,93905,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",West,1428,1,Corporate,04-11-2012,Second Class,California,Envelopes,01-10-2012,0,7.08,5,14.75,2012
Office Supplies,Salinas,United States,DK-12835,Damala Kotsonis,0.20,31-10-2012,US-2012-164448,93905,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",West,1429,1,Corporate,04-11-2012,Second Class,California,Binders,01-10-2012,0.2,9.3125,5,29.8,2012
Office Supplies,Salinas,United States,DK-12835,Damala Kotsonis,0.00,31-10-2012,US-2012-164448,93905,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",West,1430,1,Corporate,04-11-2012,Second Class,California,Labels,01-10-2012,0,196.6132,14,427.42,2012
Office Supplies,Seattle,United States,FP-14320,Frank Preis,0.00,27-12-2013,US-2013-153129,98105,OFF-PA-10003673,Strathmore Photo Mount Cards,West,1435,1,Consumer,31-12-2013,Standard Class,Washington,Paper,01-12-2013,0,15.594,5,33.9,2013
Office Supplies,San Francisco,United States,MM-17920,Michael Moore,0.20,20-12-2014,CA-2014-128160,94110,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,West,1442,1,Consumer,25-12-2014,Second Class,California,Binders,01-12-2014,0.2,11.46,2,36.672,2014
Office Supplies,Aurora,United States,SC-20440,Shaun Chance,0.20,01-10-2012,CA-2012-166135,80013,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",West,1444,1,Corporate,06-10-2012,Standard Class,Colorado,Storage,01-10-2012,0.2,17.428,4,139.424,2012
Technology,Los Angeles,United States,JB-15400,Jennifer Braxton,0.20,01-05-2012,CA-2012-145821,90008,TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,West,1450,1,Corporate,07-05-2012,Standard Class,California,Phones,01-05-2012,0.2,11.094,3,88.752,2012
Office Supplies,Phoenix,United States,TS-21085,Thais Sissman,0.65,19-07-2012,US-2012-160150,85023,OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,West,1451,1,Consumer,20-07-2012,First Class,Arizona,Binders,01-07-2012,0.7,-1.35,1,2.025,2012
Office Supplies,Seattle,United States,LC-17140,Logan Currie,0.20,01-12-2012,CA-2012-119907,98103,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,West,1461,1,Consumer,08-12-2012,Standard Class,Washington,Binders,01-12-2012,0.2,19.3984,2,55.424,2012
Furniture,Glendale,United States,MB-17305,Maria Bertelson,0.20,08-08-2011,CA-2011-151708,85301,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",West,1466,1,Consumer,14-08-2011,Standard Class,Arizona,Furnishings,01-08-2011,0.2,-3.0344,4,121.376,2011
Technology,Glendale,United States,MB-17305,Maria Bertelson,0.20,08-08-2011,CA-2011-151708,85301,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,West,1467,1,Consumer,14-08-2011,Standard Class,Arizona,Accessories,01-08-2011,0.2,-10.7973,3,95.976,2011
Office Supplies,Los Angeles,United States,KN-16390,Katherine Nockton,0.00,12-07-2014,CA-2014-164959,90004,OFF-LA-10004272,Avery 482,West,1473,1,Corporate,16-07-2014,Standard Class,California,Labels,01-07-2014,0,4.0749,3,8.67,2014
Technology,Westminster,United States,KD-16345,Katherine Ducich,0.20,20-11-2014,CA-2014-121468,92683,TEC-PH-10000376,Square Credit Card Reader,West,1479,1,Consumer,21-11-2014,First Class,California,Phones,01-11-2014,0.2,2.3976,4,31.968,2014
Office Supplies,San Francisco,United States,MK-18160,Mike Kennedy,0.00,03-12-2013,US-2013-108455,94122,OFF-PA-10002262,Xerox 192,West,1480,1,Consumer,09-12-2013,Standard Class,California,Paper,01-12-2013,0,12.4416,4,25.92,2013
Office Supplies,San Francisco,United States,MK-18160,Mike Kennedy,0.00,03-12-2013,US-2013-108455,94122,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),West,1481,1,Consumer,09-12-2013,Standard Class,California,Paper,01-12-2013,0,19.8254,7,40.46,2013
Office Supplies,San Francisco,United States,MK-18160,Mike Kennedy,0.00,03-12-2013,US-2013-108455,94122,OFF-ST-10002214,X-Rack File for Hanging Folders,West,1482,1,Consumer,09-12-2013,Standard Class,California,Storage,01-12-2013,0,8.8062,3,33.87,2013
Technology,Seattle,United States,CP-12340,Christine Phan,0.00,15-10-2013,US-2013-108098,98115,TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,West,1485,1,Corporate,19-10-2013,Standard Class,Washington,Accessories,01-10-2013,0,30.09,3,177,2013
Technology,Los Angeles,United States,CM-12655,Corinna Mitchell,0.20,03-11-2012,CA-2012-140410,90008,TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,West,1487,1,Home Office,07-11-2012,Standard Class,California,Phones,01-11-2012,0.2,106.1242,7,1212.848,2012
Technology,Los Angeles,United States,CM-12655,Corinna Mitchell,0.00,03-11-2012,CA-2012-140410,90008,TEC-AC-10001109,Logitech Trackman Marble Mouse,West,1488,1,Home Office,07-11-2012,Standard Class,California,Accessories,01-11-2012,0,37.7874,3,89.97,2012
Furniture,Los Angeles,United States,CM-12655,Corinna Mitchell,0.00,03-11-2012,CA-2012-140410,90008,FUR-FU-10003347,Coloredge Poster Frame,West,1489,1,Home Office,07-11-2012,Standard Class,California,Furnishings,01-11-2012,0,16.614,3,42.6,2012
Furniture,Vancouver,United States,JW-15220,Jane Waco,0.00,31-10-2014,CA-2014-139661,98661,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,West,1494,1,Corporate,04-11-2014,Standard Class,Washington,Furnishings,01-10-2014,0,3.6632,2,9.64,2014
Office Supplies,San Francisco,United States,NK-18490,Neil Knudson,0.20,18-10-2013,CA-2013-141586,94122,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",West,1499,1,Home Office,21-10-2013,First Class,California,Binders,01-10-2013,0.2,6.583,5,18.16,2013
Technology,Los Angeles,United States,AT-10435,Alyssa Tate,0.20,25-11-2013,CA-2013-100468,90045,TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",West,1503,1,Home Office,02-12-2013,Standard Class,California,Phones,01-11-2013,0.2,3.352,2,33.52,2013
Furniture,Los Angeles,United States,AT-10435,Alyssa Tate,0.00,25-11-2013,CA-2013-100468,90045,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",West,1504,1,Home Office,02-12-2013,Standard Class,California,Furnishings,01-11-2013,0,3.0814,2,9.94,2013
Office Supplies,Los Angeles,United States,PC-19000,Pauline Chand,0.00,01-08-2012,CA-2012-153388,90004,OFF-AR-10001868,Prang Dustless Chalk Sticks,West,1505,1,Home Office,07-08-2012,Standard Class,California,Art,01-08-2012,0,3.36,4,6.72,2012
